County,State,Age.Percent 65 and Older,Age.Percent Under 18 Years,Age.Percent Under 5 Years,Income.Median Houseold Income,Income.Per Capita Income,Income.Persons Below Poverty Level,Population.2010 Population,Population.2014 Population,Population.Population Percent Change,Population.Population per Square Mile
Maverick ,TX,11.4,31.9,9,31395,13668,30.5,54258,57023,5.1,42.4
Medina ,TX,15.5,23.9,5.5,55326,22413,17.7,46006,47894,4.1,34.7
Menard ,TX,30.1,17.6,4.8,31215,18253,23.5,2242,2147,-4.2,2.5
Midland ,TX,10.2,27.6,8.4,62993,33672,10.4,136872,155830,13.8,152
Milam ,TX,19.4,24.8,6.3,37391,21248,19.2,24757,24256,-2,24.3
Mills ,TX,25.2,22.4,4.9,44213,22651,13.1,4936,4870,-1.3,6.6
Mitchell ,TX,13.8,20,5.3,42045,15936,11.7,9403,9076,-3.5,10.3
Montague ,TX,21.5,23,6,44231,24699,15.6,19719,19416,-1.5,21.2
Montgomery ,TX,12,26.8,6.8,67766,32911,12.4,455746,518947,13.9,437.5
Moore ,TX,10.2,31.3,9.5,51181,19770,15.4,21904,22148,1.1,24.3
Morris ,TX,21,22.9,6.3,37849,20045,20.6,12934,12743,-1.5,51.3
Motley ,TX,28.4,19.9,3.7,35845,18828,25.5,1210,1153,-4.7,1.2
Nacogdoches ,TX,13.1,23.5,7.2,36777,20362,25.7,64524,65301,1.2,68.2
Navarro ,TX,16.2,26.2,7.3,40795,20327,21.1,47735,48195,0.8,47.3
Newton ,TX,17.7,21.7,5.6,37246,20431,16.1,14445,14138,-2.1,15.5
Nolan ,TX,16.9,25.8,6.6,36806,19002,18.5,15216,15093,-0.8,16.7
Nueces ,TX,13,25.3,6.8,47057,23671,18.4,340223,356221,4.7,405.8
Ochiltree ,TX,10.3,31.5,8.9,49964,23382,17.3,10223,10758,5.2,11.1
Oldham ,TX,13.9,28.1,4,48929,22519,14.2,2052,2070,0.9,1.4
Orange ,TX,15.1,24.7,6.7,49507,24736,14.4,81837,83433,2,245.3
Palo Pinto ,TX,18.2,24.2,6.6,41670,23655,18.5,28111,28096,-0.1,29.5
Panola ,TX,16.9,24.2,6.4,52453,26525,12.7,23796,23769,-0.1,29.7
Parker ,TX,14.8,24.4,5.7,64515,30692,10.9,116927,123164,5.3,129.4
Parmer ,TX,12.7,29.1,8.2,44943,19304,21.3,10269,9908,-3.5,11.7
Pecos ,TX,12.4,24.5,7.6,47019,20245,16.7,15507,15893,2.5,3.3
Polk ,TX,19.9,20.5,5.6,37855,19498,20.2,45413,46079,1.5,43
Potter ,TX,11.6,27.6,8.3,37951,19861,23.1,121073,121627,0.5,133.3
Presidio ,TX,21,26,7.1,29634,16175,24.8,7818,6976,-10.8,2
Rains ,TX,23.6,20.2,5,44478,21946,13.6,10914,11032,1.1,47.6
Randall ,TX,13.6,24.3,6.6,58529,29124,10.3,120725,128220,6.2,132.4
Reagan ,TX,10.3,30.3,8.4,61250,26633,9.5,3367,3755,11.5,2.9
Real ,TX,28.5,17.3,5.2,33885,17931,20.2,3309,3371,1.9,4.7
Red River ,TX,22.8,20.2,5.2,31712,19014,16.1,12860,12446,-3.2,12.4
Reeves ,TX,12,22.5,6,40571,15467,21.9,13783,14349,4.1,5.2
Refugio ,TX,20.7,23.1,6,44548,23174,16.2,7383,7302,-1.1,9.6
Roberts ,TX,18.6,24.7,4.2,67321,36172,3,929,928,-0.1,1
Robertson ,TX,18.5,24.4,6.7,40601,21709,20.7,16622,16500,-0.7,19.4
Rockwall ,TX,11.8,27.7,6.1,86119,34617,5.9,78337,87809,12.1,616.7
Runnels ,TX,20.6,24,5.5,37667,20235,21.9,10501,10416,-0.8,10
Rusk ,TX,15.1,23.2,6.5,45752,21640,17.8,53330,53923,1.1,57.7
Sabine ,TX,28.6,18.6,4.3,32963,18762,25.8,10834,10350,-4.5,22
San Augustine ,TX,25.3,20.4,6,28390,18695,26.4,8865,8610,-2.9,16.7
San Jacinto ,TX,20,22.4,5.5,46107,24733,20.1,26384,27099,2.7,46.3
San Patricio ,TX,14.2,27.3,7.1,50657,23373,17,64804,66915,3.3,93.5
San Saba ,TX,22.8,20.8,5.8,37743,18009,15.2,6131,5622,-8.3,5.4
Schleicher ,TX,15.1,29.2,5.8,50648,24787,22.8,3461,3162,-8.6,2.6
Scurry ,TX,13.7,25.5,7.5,47513,22860,15.7,16921,17328,2.4,18.7
Shackelford ,TX,18.5,23.5,5.7,47277,25436,16.1,3378,3343,-1,3.7
Shelby ,TX,16.1,26.4,7.2,37081,21126,22.1,25448,25515,0.3,32
Sherman ,TX,14,27.8,7,48185,21936,13.7,3034,3084,1.6,3.3
Smith ,TX,15.5,24.9,7,47432,25626,16.7,209714,218842,4.4,227.6
Somervell ,TX,18.1,23.5,5.1,55269,28134,9.3,8490,8694,2.4,45.5
Starr ,TX,11.3,33,10.4,24927,11584,39.2,60968,62955,3.3,49.8
Stephens ,TX,19.1,22.3,5.4,41728,20535,18.8,9630,9405,-2.3,10.7
Sterling ,TX,16.7,26.7,5.5,50543,20157,15.1,1143,1339,17.1,1.2
Stonewall ,TX,25.8,22.4,5.5,42429,24063,16.6,1490,1403,-5.8,1.6
Sutton ,TX,16.1,25.5,7.8,53806,27721,7.3,4128,3972,-3.8,2.8
Swisher ,TX,18.1,25.4,6.8,36753,17880,23.1,7854,7581,-3.5,8.8
Tarrant ,TX,10.2,27.1,7.3,56853,28266,15.2,1809034,1945360,7.5,2094.7
Taylor ,TX,13.9,24.6,7.3,44891,23141,17.4,131506,135143,2.8,143.6
Terrell ,TX,23,20.1,5.8,39479,31578,10,984,927,-5.8,0.4
Terry ,TX,14.6,26.9,7.9,37679,21201,14,12651,12739,0.7,14.2
Throckmorton ,TX,25.3,21.5,4.7,39286,24086,13.7,1641,1608,-2,1.8
Titus ,TX,13.2,29.2,8,42939,19356,22,32334,32506,0.5,79.6
Tom Green ,TX,14.5,23.6,6.8,44545,23712,16.2,110224,116608,5.8,72.4
Travis ,TX,8.4,23,6.9,58025,33206,17.4,1024266,1151145,12.4,1034.4
Trinity ,TX,25.3,19.6,4.7,34555,18730,16.1,14585,14224,-3.1,21
Tyler ,TX,20.6,19.4,5.3,39940,19612,17.4,21766,21418,-1.6,23.5
Upshur ,TX,17.1,24,6.3,46600,22483,15.8,39309,40354,2.6,67.4
Upton ,TX,13.8,28.5,8.2,51750,22953,17.1,3355,3454,3.1,2.7
Uvalde ,TX,16,27.8,7.6,34902,17479,26.5,26405,27117,2.7,17
Val Verde ,TX,13.8,28.9,8.3,40450,17867,22.1,48879,48974,0.2,15.5
Van Zandt ,TX,19.8,23.5,5.6,43439,21920,16.4,52579,52910,0.6,62.4
Victoria ,TX,14.6,25.8,7.2,50364,24700,16.9,86793,91081,4.9,98.4
Walker ,TX,11.4,15.6,4.2,37617,16330,26,67861,69789,2.8,86.5
Waller ,TX,11.5,24,6.3,50097,22412,20.4,43205,46820,8.3,84.1
Ward ,TX,14.1,28,8,42568,22278,20.4,10658,11625,9.1,12.8
Washington ,TX,19.8,21.6,5.9,44858,23070,14.9,33718,34438,2.2,55.8
Webb ,TX,8.7,34,10,39449,14553,31.4,250304,266673,6.5,74.5
Wharton ,TX,15.8,25.9,6.7,40411,20310,18.8,41280,41168,-0.3,38
Wheeler ,TX,17.2,26.4,6.9,51766,30097,14.3,5410,5714,5.6,5.9
Wichita ,TX,13.8,22.8,6.6,45086,22905,15.6,131500,132355,0.5,209.5
Wilbarger ,TX,16.9,23.6,6.7,41658,20373,20.7,13535,12973,-4.2,13.9
Willacy ,TX,12.6,25.3,6.5,25886,11313,40,22134,21903,-1,37.5
Williamson ,TX,10.9,27.1,6.8,71803,31070,7,422679,489250,15.8,378
Wilson ,TX,14.9,24.8,5.7,64571,27238,11.5,42918,46402,8.1,53.4
Winkler ,TX,10.9,30.4,8.1,48992,23629,12.8,7110,7821,10,8.5
Wise ,TX,14.4,25.1,6.5,56005,25663,10.8,59127,61638,4.2,65.4
Wood ,TX,26.5,19.7,4.9,43649,23129,14.6,41964,42852,2.1,65
Yoakum ,TX,11.9,32.3,9.5,49340,21389,11.7,7879,8286,5.2,9.9
Young ,TX,19.4,24,6.7,44429,26979,16,18550,18350,-1.1,20.3
Zapata ,TX,11.6,33.4,10.1,31109,16671,34.7,14018,14319,2.1,14
Zavala ,TX,12.5,30.6,8.9,25625,12828,35,11677,12267,5.1,9
Beaver ,UT,13.7,32.3,8.2,46660,19415,14.1,6629,6461,-2.5,2.6
Box Elder ,UT,12.2,32.8,8.6,57292,21720,8.8,49975,51518,3.1,8.7
Cache ,UT,8.6,31.1,9.3,49506,20074,16.6,112656,118343,5,96.7
Carbon ,UT,15.3,26.9,7.7,44724,20155,15.1,21403,20660,-3.5,14.5
Daggett ,UT,21.2,23,5.2,46917,22811,8.6,1059,1117,5.3,1.5
Davis ,UT,9.1,33.3,8.9,69707,26035,7.9,306479,329692,7.6,1025.8
Duchesne ,UT,10.9,34.3,10.4,57683,23411,8.9,18607,20380,9.5,5.7
Emery ,UT,14.6,31,7.6,52763,20137,10,10976,10631,-3.1,2.5
Garfield ,UT,19,25.3,6.1,45357,21989,11.5,5172,5024,-2.9,1
Grand ,UT,15.9,22.7,6.9,45888,23558,13.7,9225,9429,2.2,2.5
Iron ,UT,11.4,29.2,8.4,42369,17839,20.9,46163,47269,2.4,14
Juab ,UT,11.7,35.1,8.9,55247,18108,14.7,10246,10486,2.3,3
Kane ,UT,21.5,22.9,5.8,48540,24154,7.8,7125,7254,1.8,1.8
Millard ,UT,16.1,31.4,8.2,49238,19972,13.3,12503,12606,0.8,1.9
Morgan ,UT,11.3,35.4,8.4,80337,26274,4,9469,10608,12,15.5
Piute ,UT,24.7,25.7,3.6,38500,16959,25.4,1556,1484,-4.7,2.1
Rich ,UT,17.7,29.7,7,50000,24258,7,2264,2293,1.3,2.2
Salt Lake ,UT,9.6,28.3,8.1,60555,26103,12.7,1029655,1091742,6,1387.1
San Juan ,UT,11.9,32.2,8.1,40492,15476,27.1,14746,15251,3.4,1.9
Sanpete ,UT,12.8,27.6,6.5,48369,17811,15.7,27822,28477,2.4,17.5
Sevier ,UT,15.7,30.2,7,46229,19115,15.4,20802,20773,-0.1,10.9
Summit ,UT,9.8,26.2,6,83336,42462,8.5,36324,39105,7.7,19.4
Tooele ,UT,8.6,34.5,8.5,61412,22252,8.7,58218,61598,5.8,8.4
Uintah ,UT,9.1,33.8,9.8,62067,23805,11.6,32588,36867,13.1,7.3
Utah ,UT,7.2,34.9,10.2,60196,20774,14,516564,560974,8.6,257.8
Wasatch ,UT,9.4,32.9,7.9,65050,25777,9.5,23530,27714,17.8,20
Washington ,UT,19.6,28.3,7.3,49279,21472,15.3,138115,151948,10,56.9
Wayne ,UT,18.8,27.1,6.1,41458,19858,18.2,2778,2723,-2,1.1
Weber ,UT,11.1,29.2,8,54974,23106,12.8,231236,240475,4,401.4
Addison ,VT,16.9,18.2,4.3,57565,28722,11.3,36821,37009,0.5,48
Bennington ,VT,21.2,19.5,4.7,50221,29196,13.9,37125,36445,-1.8,55
Caledonia ,VT,17.8,20.4,4.8,45395,23584,14.1,31227,30981,-0.8,48.1
Chittenden ,VT,13.2,18.7,4.9,63989,33281,11.2,156545,160531,2.5,291.7
Essex ,VT,23.3,17.6,4.3,35916,20887,15.9,6306,6125,-2.9,9.5
Franklin ,VT,13.9,23.1,6,56240,27398,10.2,47746,48642,1.9,75.3
Grand Isle ,VT,17.9,18.9,4.6,59509,33159,6.9,6970,6994,0.3,85.2
Lamoille ,VT,15.2,21.2,5.2,52686,27157,12.6,24475,25082,2.5,53.3
Orange ,VT,17.6,19.7,4.8,52480,27289,13.1,28936,28859,-0.3,42.1
Orleans ,VT,20.3,20.1,4.9,41953,22303,15.4,27231,27082,-0.5,39.3
Rutland ,VT,19.4,18.4,4.6,49271,26205,13,61642,60086,-2.5,66.3
Washington ,VT,17,19.4,4.9,57281,29761,9.6,59534,58998,-0.9,86.6
Windham ,VT,19.3,18.9,4.6,50234,28867,12.4,44513,43714,-1.8,56.7
Windsor ,VT,20.7,18.8,4.6,52460,30932,10.3,56670,56014,-1.2,58.5
Accomack ,VA,21.3,20.9,6,39328,22703,20.5,33164,33021,-0.4,73.8
Albemarle ,VA,16.5,21,5.5,67725,37239,10.2,98970,104489,5.5,137.3
Alleghany ,VA,24.3,19.1,4.3,44848,24162,12.6,16250,15820,-2.7,36.5
Amelia ,VA,18.2,21.1,5.3,52885,25100,8.3,12690,12855,1.3,35.7
Amherst ,VA,18.9,19.8,5,44945,22580,11.4,32353,32041,-1,68.3
Appomattox ,VA,19.1,21.9,6.1,50167,23636,17.7,14973,15279,2,44.9
Arlington ,VA,9.3,17.2,6.2,103208,62018,8,207627,226908,9.3,7993.6
Augusta ,VA,19.4,19.7,4.3,52027,25519,9.5,73750,73862,0.2,76.3
Bath ,VA,25,16,3.8,51365,28704,16.4,4731,4563,-3.5,8.9
Bedford ,VA,19.4,20.4,4.4,57596,28697,8.2,68676,76583,2.3,91.2
Bland ,VA,20.3,16.7,4,42139,18501,16.6,6824,6625,-2.9,19.1
Botetourt ,VA,19.9,20.1,3.8,65935,32490,7.7,33148,33100,-0.1,61.2
Brunswick ,VA,19.2,17.7,4.2,36293,16060,24,17434,16498,-5.4,30.8
Buchanan ,VA,19.4,17.7,4.4,29848,17489,25.9,24098,23106,-4.1,47.9
Buckingham ,VA,16.9,18.8,5.4,38648,17167,23,17146,16913,-1.3,29.6
Campbell ,VA,18.1,20.1,4.7,47162,23231,14.7,54842,54885,0.1,108.8
Caroline ,VA,15.1,23.5,6.7,57218,25718,12.7,28545,29778,4.3,54.1
Carroll ,VA,21.7,19.3,4.4,32853,19385,18.1,30042,29621,-1.4,63.3
Charles  ,VA,21.3,15.8,3.2,48428,26198,11.8,7256,7023,-3.2,39.7
Charlotte ,VA,20.2,21.6,5.5,33015,18762,17.9,12586,12225,-2.8,26.5
Chesterfield ,VA,12.8,24.4,5.8,72088,32572,6.7,316236,332499,5.1,747.1
Clarke ,VA,18.1,21.4,5.3,77597,38748,6.7,14034,14423,2.8,79.7
Craig ,VA,21.1,19.3,4.5,47806,21498,8.7,5190,5234,1.2,15.7
Culpeper ,VA,13.9,25.4,6.5,64423,27379,9.1,46689,49166,5.3,123.1
Cumberland ,VA,19.3,21,5.4,40557,21540,16.3,10052,9827,-2.3,33.8
Dickenson ,VA,18.9,20.6,5.2,33318,18215,20.9,15903,15308,-3.7,48.1
Dinwiddie ,VA,16.3,20.3,4.4,52027,23781,13.2,28001,27859,-0.5,55.6
Essex ,VA,20.4,20,5.4,44885,21532,11.1,11151,11103,-0.4,43.4
Fairfax ,VA,11.5,23.8,6.7,110292,50532,5.9,1081726,1137538,5.2,2766.8
Fauquier ,VA,14.9,23.9,5.6,88409,39600,5.6,65203,68248,4.6,100.7
Floyd ,VA,20.4,20.5,5,44618,21816,12.7,15279,15578,1.9,40.2
Fluvanna ,VA,18.3,21.2,5.1,68288,30881,7.1,25691,26092,1.5,89.8
Franklin ,VA,20.8,19.7,4.8,45624,24557,14,56159,56358,0.3,81.3
Frederick ,VA,15.2,23.5,5.8,68424,30112,7.1,78305,82377,5.2,189.4
Giles ,VA,20,20.7,5.1,45141,23485,13.3,17286,16815,-2.7,48.6
Gloucester ,VA,17.5,20.5,5.1,60519,28673,9.2,36858,37141,0.8,169.2
Goochland ,VA,19.4,19.1,4,80976,45039,5.6,21717,21936,1.1,77.2
Grayson ,VA,23.6,17.9,4.7,30710,20591,19.1,15533,15093,-2.8,35.1
Greene ,VA,15.7,24.3,6.4,59358,26998,12,18403,19031,3.4,117.8
Greensville ,VA,15.1,17.5,5.2,39697,16380,21.6,12243,11681,-4.6,41.5
Halifax ,VA,22,20.8,4.9,34659,20929,21.3,36241,35200,-2.9,44.3
Hanover ,VA,15.7,22.7,4.6,75070,33540,5.1,99863,101918,2.1,213.1
Henrico ,VA,13.8,23.4,6.3,61048,33115,10.7,306935,321924,4.9,1313.4
Henry ,VA,21.8,19.8,5,34984,19852,17.1,54151,52081,-3.8,141.6
Highland ,VA,29.4,13.3,3.2,49625,26372,10.2,2321,2248,-3.1,5.6
Isle of Wight ,VA,17.3,21.1,4.6,63942,30903,12,35270,36007,2.1,111.8
James  ,VA,22.8,21,5.1,76960,39133,8.7,67009,72583,7.7,470.4
King and Queen ,VA,20.6,18.7,3.9,48372,23868,9.2,6945,7175,3.3,22
King George ,VA,11.7,26.2,6.8,81753,34234,7.1,23584,25371,7.6,131.3
King William ,VA,14.4,23.5,6.1,62670,26940,9.5,15935,16186,1.6,58.2
Lancaster ,VA,35.2,15,3.8,49248,30737,11.7,11391,11044,-3.1,85.5
Lee ,VA,18.8,19.3,5.1,31308,16664,26.8,25587,24951,-2.5,58.8
Loudoun ,VA,7.9,29.4,7.7,122238,46565,3.6,312311,363050,16.2,605.8
Louisa ,VA,17.6,21,5.6,54518,26956,10.3,33153,34348,3.4,66.8
Lunenburg ,VA,19.7,18.7,4.4,35237,17630,22.6,12914,12466,-3.5,29.9
Madison ,VA,20.5,21,5,53459,27296,13.3,13308,13157,-1.1,41.5
Mathews ,VA,28.2,16.9,3.7,55192,31342,10.1,8978,8836,-1.6,104.5
Mecklenburg ,VA,23.8,19.1,4.8,36261,20056,19.6,32727,31192,-4.7,52.3
Middlesex ,VA,29,15.6,4.1,53309,30531,9.4,10959,10696,-2.4,84.1
Montgomery ,VA,11,16,4.5,45543,23548,24.5,94392,97244,3,243.9
Nelson ,VA,23.7,18.8,4.5,48789,26059,14.2,15020,14850,-1.1,31.9
New Kent ,VA,15.1,20.9,4.8,70618,32068,5.9,18429,20021,8.6,87.9
Northampton ,VA,24.4,19.9,5.8,33635,23473,24.3,12389,12121,-2.2,58.5
Northumberland ,VA,34.3,15.9,3.9,51342,28568,11.1,12330,12251,-0.6,64.5
Nottoway ,VA,18.3,20.4,6.1,36607,19337,16.8,15853,15579,-1.7,50.4
Orange ,VA,19.7,21.9,5.8,60287,27655,12.6,33481,35026,4.8,98.2
Page ,VA,19.8,20.3,5,42906,22355,15.1,24042,23848,-0.9,77.3
Patrick ,VA,24.2,18.1,4,34864,18860,17.1,18490,18264,-1.2,38.3
Pittsylvania ,VA,20,19.9,4.3,42143,21583,14.5,63506,62383,-1.7,65.5
Powhatan ,VA,15.7,19.2,3.9,76548,31252,5.4,28046,28449,1.4,107.8
Prince Edward ,VA,15.4,16.5,4.1,37436,17208,19.8,23368,23074,-1.2,66.8
Prince George ,VA,12.4,21.2,5.2,63074,24434,8.1,35725,37333,4.5,134.7
Prince William ,VA,8.3,28.1,7.9,98071,37401,6.3,402002,446094,11,1195
Pulaski ,VA,20.6,18.4,4.8,44312,23987,13.9,34872,34322,-1.5,109
Rappahannock ,VA,23.8,17.6,3.7,56438,36505,10.8,7373,7361,-1.9,27.7
Richmond ,VA,19.5,17.1,4,47083,20875,12.8,9254,8902,-3.8,48.3
Roanoke ,VA,19.6,20.8,4.8,60795,31728,6.6,92376,93785,1.5,368.7
Rockbridge ,VA,24.2,17.4,3.9,48313,25638,12.6,22307,22327,0.1,37.3
Rockingham ,VA,18,22.4,5.4,52195,27298,10.4,76314,78171,2.4,89.9
Russell ,VA,18.8,19.7,5.2,33872,19735,19.3,28897,28023,-3,61
Scott ,VA,21.5,18.9,4.8,38355,21485,18.3,23177,22384,-3.4,43.3
Shenandoah ,VA,20.2,21.5,5.6,49625,25134,11.7,41993,43021,2.4,82.5
Smyth ,VA,20,20.1,4.9,37239,20837,18.4,32208,31555,-2,71.4
Southampton ,VA,18,19,4.4,46150,22433,16,18570,18059,-2.9,31
Spotsylvania ,VA,12.2,25.6,6.1,78345,31360,7.6,122397,129188,5.3,304.9
Stafford ,VA,9.1,26.8,6.4,97110,36574,5.1,128961,139992,8.6,479.5
Surry ,VA,19.1,18.2,4.5,47292,22600,11.5,7058,6790,-3.9,25.3
Sussex ,VA,16.2,16,4.6,39635,16546,15.3,12087,11767,-2.6,24.7
Tazewell ,VA,19.2,19.6,5,35693,21358,18.3,45078,43452,-3.6,86.9
Warren ,VA,14.5,22.6,5.8,61610,28889,9.3,37575,38987,4.2,176
Washington ,VA,20.3,19.1,4.9,41897,25109,12.1,54876,54729,-0.3,97.8
Westmoreland ,VA,23.7,18.5,5.4,49157,25245,12.9,17454,17477,0.1,76.1
Wise ,VA,15.9,20,5.4,36218,19107,21.9,41452,39935,-3.7,102.8
Wythe ,VA,19.7,20.1,5,41275,23219,14.4,29235,29121,-0.4,63.3
York ,VA,14.6,24.1,5.3,82073,36373,5.7,65464,66342,1.8,624.8
Alexandria ,VA,10.1,17.8,7.5,85706,54608,8.4,139966,150575,7.5,9314.3
Bedford ,VA,0,0,0,35593,22322,18.7,6222,0,0,904.6
Bristol ,VA,19.9,20,4.5,32221,18820,21,17835,17184,-3.7,1370.6
Buena Vista ,VA,17.6,21.8,6.3,36591,18453,20.6,6650,6603,-0.7,991.9
Charlottesville ,VA,9.5,15.6,5.7,44601,27268,27.5,43475,45593,5,4246.4
Chesapeake ,VA,11.8,24.5,6.3,69743,29905,8.5,222209,233371,5,652
Colonial Heights ,VA,20.1,23.1,7.1,50835,27610,9.3,17411,17731,1.8,2315.3
Covington ,VA,18.9,22.5,7.1,34319,20160,21.3,5961,5802,-2.6,1090.2
Danville ,VA,19.7,22.3,6.9,30786,19626,27.4,43055,42444,-1.4,1002.8
Emporia ,VA,17.5,23.8,4.2,32155,19710,29,5927,5462,-7.8,859.7
Fairfax ,VA,15.4,23.5,9,97242,44345,7.2,22565,24483,8.6,3616.8
Falls Church ,VA,11.4,26.6,7.3,120000,59088,4,12332,13601,10.7,6169.1
Franklin ,VA,17.5,26.2,8.8,31928,19588,23,8582,8526,-0.4,1045.8
Fredericksburg ,VA,10.1,20.3,7.2,47040,27222,18.6,24286,28350,18,2326.2
Galax ,VA,20,23.9,7.4,30325,21769,25.3,7042,7014,-0.4,854.6
Hampton ,VA,13.7,21.7,6.3,50705,25247,14.9,137436,136879,-0.5,2673.2
Harrisonburg ,VA,8.1,16.2,5.3,38048,17080,33.5,48914,52478,7.3,2808.2
Hopewell ,VA,15.7,25.3,7.5,37933,20388,20.1,22591,22196,-1.7,2198
Lexington ,VA,14.1,12.3,3.7,36505,14763,25.2,7042,7311,3.9,2820.2
Lynchburg ,VA,14,20,6.5,38138,21440,24.7,75568,79047,4.5,1538.2
Manassas ,VA,8.2,27,8.6,71036,28752,11.7,37821,42081,11.2,3827.6
Manassas Park ,VA,7.5,24.9,5.1,71227,26944,7,14273,15174,6.6,5632.6
Martinsville ,VA,20.4,23.3,7.5,28116,19900,27.2,13821,13711,-0.8,1261.5
Newport News ,VA,11.6,23.5,7.3,51027,25310,15.2,180719,182965,1.1,2630
Norfolk ,VA,9.9,20.3,6.9,44747,24659,19.2,242803,245428,1.1,4486.4
Norton ,VA,14.8,22.9,5.6,39416,22699,18.1,3958,4031,2.2,529.1
Petersburg ,VA,15.3,22.1,8.4,34424,18936,26.7,32420,32701,0.9,1413.7
Poquoson ,VA,18.3,21.8,3.6,81892,38444,5.6,12150,12048,-0.9,793.2
Portsmouth ,VA,13.9,23.4,7.6,46166,23138,18.4,95535,96004,0.5,2838.8
Radford ,VA,7.9,13.3,3.8,30714,16181,37.7,16408,17646,7.5,1662.1
Richmond ,VA,11.4,18.4,6.3,40496,27184,25.6,204214,217853,6.7,3414.7
Roanoke ,VA,14.9,22.1,7.2,38145,23295,22.4,97032,99428,2.6,2279.8
Salem ,VA,17.1,19.9,5.3,48733,26661,11.7,24802,25483,2.6,1717.9
Staunton ,VA,20.6,18.9,5.8,38501,24753,18,23746,24538,3.3,1188.8
Suffolk ,VA,13,24.9,6.4,66085,29135,11.4,84585,86806,2.6,211.4
Virginia Beach ,VA,12.3,22.8,6.7,65219,31934,7.9,437994,450980,3,1758.9
Waynesboro ,VA,17.4,23.8,7.5,44847,22872,19.9,21006,21366,1.6,1396.8
Williamsburg ,VA,15.8,10.6,3.2,48616,23127,19.5,14068,14691,7.4,1559.3
Winchester ,VA,14.6,22.5,6.7,44200,26060,20.1,26203,27543,5.1,2838
Adams ,WA,10.2,35.3,10.6,43926,16940,22.9,18728,19179,2.4,9.7
Asotin ,WA,20.9,21,5.4,43175,24659,13.6,21623,22189,2.6,34
Benton ,WA,13.4,26.7,7.2,60485,28583,12.8,175177,186486,6.5,103
Chelan ,WA,17.5,24.2,6.8,51354,25893,13.2,72453,74588,2.9,24.8
Clallam ,WA,26.9,17.7,4.7,46033,25865,14.6,71404,72715,1.8,41.1
Clark ,WA,13.8,25.2,6.3,58225,27681,12.4,425363,451008,6,676.2
Columbia ,WA,26.6,19,3.7,42519,23814,17.1,4078,3985,-2.3,4.7
Cowlitz ,WA,18.1,22.9,5.8,47596,23557,17.6,102410,102133,-0.3,89.8
Douglas ,WA,15.9,26.2,6.9,51908,22467,15.8,38431,39804,3.6,21.1
Ferry ,WA,22.3,18.6,4.6,37571,20052,20.7,7551,7667,1.5,3.4
Franklin ,WA,7.9,33.5,10,55177,19503,20.2,78163,87809,12.3,62.9
Garfield ,WA,24.6,19.9,4.2,51548,26954,12.1,2266,2215,-2.3,3.2
Grant ,WA,12.6,30.2,8.6,45949,19738,20.3,89120,93147,4.5,33.3
Grays Harbor ,WA,18.9,21.1,5.6,42405,21828,19,72797,70818,-2.7,38.3
Island ,WA,22.5,18.9,5.5,58455,30941,9,78506,79275,1,376.6
Jefferson ,WA,31.8,13.4,3.3,46320,28266,13.3,29872,30228,1.2,16.6
King ,WA,12.2,21,6.2,71811,39911,11.5,1931249,2079967,7.7,912.9
Kitsap ,WA,16.1,20.9,5.7,62413,31769,10.4,251133,254183,1.2,635.9
Kittitas ,WA,14.6,18.1,5,42982,22796,22.6,40915,42522,3.9,17.8
Klickitat ,WA,21.1,20.5,5.1,41694,22229,17.5,20318,20861,2.7,10.9
Lewis ,WA,19.8,21.9,5.8,42860,22212,15.4,75455,75128,-0.4,31.4
Lincoln ,WA,23.9,21.7,4.7,47195,25816,14.2,10570,10250,-3,4.6
Mason ,WA,21.3,19.3,5.4,48755,23542,17.3,60699,60711,0,63.3
Okanogan ,WA,19.8,23.4,6.4,40368,20735,20.7,41120,41290,0.4,7.8
Pacific ,WA,27.9,17,4.6,39830,23888,17.2,20920,20561,-1.7,22.4
Pend Oreille ,WA,23.1,20,4.6,40567,23167,20.4,13001,12985,-0.1,9.3
Pierce ,WA,12.7,24,6.9,59204,28223,12.4,795225,831928,4.6,476.3
San Juan ,WA,29.4,14.1,3,53376,37719,10.8,15769,16015,1.6,90.7
Skagit ,WA,18.7,22.5,6.1,55925,27065,13.5,116901,120365,3,67.5
Skamania ,WA,17.4,20.8,4.5,53712,28449,12.5,11066,11340,2.5,6.7
Snohomish ,WA,12.1,23.2,6.2,68381,31349,10.4,713335,759583,6.5,341.8
Spokane ,WA,14.8,22.5,6.1,49233,25661,15.4,471221,484318,2.8,267.2
Stevens ,WA,20.7,22.1,5.1,41742,21986,16.5,43531,43650,0.3,17.6
Thurston ,WA,15.2,22.1,6.1,62229,29744,11.7,252264,265851,5.4,349.4
Wahkiakum ,WA,30.7,17.3,3.6,41815,22334,22.6,3978,4067,2.2,15.1
Walla Walla ,WA,16.5,21.7,5.8,46597,23809,17.8,58781,59844,1.8,46.3
Whatcom ,WA,15.4,20.2,5.5,51939,26530,16.4,201140,208351,3.6,95.5
Whitman ,WA,10,15.2,4.7,36257,21208,32.6,44776,46827,4.6,20.7
Yakima ,WA,12.8,29.8,8.4,43506,19433,22.6,243231,247687,1.8,56.6
Barbour ,WV,18.3,20.9,5.3,37327,17876,17.6,16589,16766,1.1,48.6
Berkeley ,WV,13.3,24.2,6.2,53515,26264,13.1,104169,110497,6.1,324.4
